price_date,parish,commodity,type,Category,supply,grade,Actual_Price
8/3/2013,St Elizabeth,sweet pepper (yellow),Green House (Local),Vegetable,Fair,Excellent,242
8/3/2013,Clarendon,watermelon,Local,Fruit,Moderate,Excellent,44
8/3/2013,Clarendon,sweet potato,Local,Root Crops,Moderate,Excellent,71.5
8/3/2013,St Andrew,cauliflower,Local,Vegetable,Moderate,Good,264
8/3/2013,St Elizabeth,cucumber,Local,Vegetable,Good,Excellent,55
8/3/2013,St Ann,dasheen,Local,Root Crops,Scarce,Excellent,110
8/3/2013,St Ann,onion,Local,Herbs and Spices,Scarce,Excellent,132
8/3/2013,St Ann,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,110
8/3/2013,St Ann,cucumber,Local,Vegetable,Scarce,Excellent,110
8/3/2013,Trelawny,lettuce,Iceberg (Local),Vegetable,Fair,Excellent,110
8/3/2013,St Elizabeth,cauliflower,Local,Vegetable,Fair,Excellent,209
8/3/2013,St James,pineapple,MD 2,Fruit,Moderate,Excellent,115.5
8/3/2013,Westmoreland,coco,Local,Root Crops,Moderate,Excellent,132
8/3/2013,St Ann,carrot,Local,Vegetable,Moderate,Excellent,110
8/3/2013,Westmoreland,dasheen,Local,Root Crops,Moderate,Excellent,165
8/3/2013,Clarendon,callaloo,Whole,Vegetable,Moderate,Excellent,33
8/3/2013,St Catherine,yam,Yellow,Root Crops,Fair,Excellent,220
8/3/2013,St Thomas,ginger,Local,Herbs and Spices,Scarce,Excellent,344.67
8/3/2013,St Ann,irish potato,Local,Root Crops,Scarce,Excellent,110
8/3/2013,St Elizabeth,dasheen,Local,Root Crops,Scarce,Excellent,165
8/3/2013,Westmoreland,sweet pepper (green),Local,Vegetable,Fair,Excellent,176
8/3/2013,St Thomas,coco,Local,Root Crops,Scarce,Excellent,154
8/3/2013,St Elizabeth,yam,Yellow,Root Crops,Moderate,Excellent,231
8/3/2013,St Mary,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,77
8/3/2013,St Thomas,irish potato,Local,Root Crops,Scarce,Excellent,154
8/3/2013,Trelawny,tomatoes(salad),Local,Vegetable,Moderate,Excellent,154
8/3/2013,Manchester,string bean,Local,Vegetable,Fair,Excellent,154
8/3/2013,St Thomas,plantain,Ripe,Fruit,Moderate,Excellent,165
8/3/2013,Manchester,carrot,Local,Vegetable,Scarce,Excellent,154
8/3/2013,St Andrew,carrot,Local,Vegetable,Moderate,Good,143
8/3/2013,St Ann,yam,Yellow,Root Crops,Scarce,Excellent,242
8/3/2013,St Ann,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,77
8/3/2013,St Ann,sweet pepper (yellow),Green House (Local),Vegetable,Moderate,Excellent,231
8/3/2013,St Andrew,coco,Local,Root Crops,Moderate,Good,154
8/3/2013,St Elizabeth,thyme,Local,Herbs and Spices,Good,Excellent,132
8/3/2013,St Thomas,pumpkin,Local,Vegetable,Moderate,Excellent,77
8/3/2013,St Catherine,sweet pepper (green),Local,Vegetable,Fair,Excellent,88
8/3/2013,Westmoreland,tomatoes(salad),Local,Vegetable,Fair,Excellent,154
8/3/2013,Westmoreland,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,330
8/3/2013,St Catherine,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,165
8/3/2013,St Elizabeth,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,148.5
8/3/2013,Clarendon,yam,White (Lucea),Root Crops,Moderate,Excellent,154
8/3/2013,Hanover,callaloo,Whole,Vegetable,Moderate,Excellent,88
8/3/2013,St James,cabbage (green),Local,Vegetable,Moderate,Excellent,88
8/3/2013,Hanover,cabbage (green),Local,Vegetable,Moderate,Excellent,93.5
8/3/2013,St Elizabeth,coco,Local,Root Crops,Moderate,Excellent,143
8/3/2013,Westmoreland,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,330
8/3/2013,Manchester,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,154
8/3/2013,St Ann,lettuce,Romaine (Local),Vegetable,Scarce,Excellent,242
8/3/2013,St Thomas,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,77
8/3/2013,Westmoreland,cabbage (green),Local,Vegetable,Fair,Excellent,132
8/3/2013,Portland,plantain,Green,Fruit,Moderate,Excellent,77
8/3/2013,St Thomas,carrot,Local,Vegetable,Moderate,Excellent,132
8/3/2013,Westmoreland,string bean,Local,Vegetable,Fair,Excellent,143
8/3/2013,Westmoreland,plantain,Ripe,Fruit,Fair,Excellent,132
8/3/2013,Westmoreland,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,165
8/3/2013,St Andrew,pepper,West Indian Red,Herbs and Spices,Moderate,Good,176
8/3/2013,Hanover,pumpkin,Local,Vegetable,Average,Excellent,77
8/3/2013,Clarendon,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,137.5
8/3/2013,St James,pumpkin,Local,Vegetable,Fair,Excellent,77
8/3/2013,St James,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,88
8/3/2013,Trelawny,sweet potato,Local,Root Crops,Moderate,Excellent,77
8/3/2013,St James,cucumber,Local,Vegetable,Moderate,Good,88
8/3/2013,St Mary,sweet potato,Local,Root Crops,Moderate,Excellent,88
8/3/2013,Hanover,green banana,Local,Fruit,Moderate,Excellent,99
8/3/2013,St Ann,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,88
8/3/2013,Westmoreland,plantain,Green,Fruit,Fair,Excellent,110
8/3/2013,Westmoreland,sorrel,Local,Fruit,Scarce,Excellent,220
8/3/2013,St Ann,plantain,Green,Fruit,Moderate,Excellent,88
8/3/2013,Hanover,coco,Local,Root Crops,Moderate,Excellent,88
8/3/2013,Hanover,cucumber,Local,Vegetable,Moderate,Excellent,88
8/3/2013,St Mary,plantain,Green,Fruit,Moderate,Excellent,93.5
8/3/2013,St James,green banana,Local,Fruit,Fair,Excellent,77
8/3/2013,Portland,watermelon,Local,Fruit,Moderate,Excellent,66
8/3/2013,St Mary,cabbage (green),Local,Vegetable,Scarce,Excellent,77
8/3/2013,St Andrew,pineapple,Sugar Loaf,Fruit,Moderate,Good,154
8/3/2013,St Ann,sorrel,Local,Fruit,Scarce,Excellent,176
8/3/2013,St Ann,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,110
8/3/2013,St James,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Good,154
8/3/2013,Hanover,tomatoes(salad),Local,Vegetable,Moderate,Excellent,154
8/3/2013,St Mary,cucumber,Local,Vegetable,Moderate,Excellent,88
8/3/2013,St Catherine,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,99
8/3/2013,St Catherine,sweet potato,Local,Root Crops,Moderate,Excellent,66
8/3/2013,Clarendon,yam,Yellow,Root Crops,Moderate,Excellent,198
8/3/2013,St James,plantain,Green,Fruit,Moderate,Excellent,104.5
8/3/2013,St Catherine,carrot,Local,Vegetable,Fair,Excellent,132
8/3/2013,Portland,sweet potato,Local,Root Crops,Moderate,Good,121
8/3/2013,Portland,escallion,Local,Herbs and Spices,Moderate,Excellent,132
8/3/2013,Portland,pineapple,MD 2,Fruit,Scarce,Good,132
8/3/2013,St James,pepper,West Indian Red,Herbs and Spices,Moderate,Good,99
8/3/2013,St James,pineapple,Cow Boy,Fruit,Moderate,Excellent,104.5
8/3/2013,St Thomas,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,132
8/3/2013,St James,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,104.5
8/3/2013,Hanover,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,110
8/3/2013,Hanover,thyme,Local,Herbs and Spices,Moderate,Excellent,110
8/3/2013,Hanover,sweet potato,Local,Root Crops,Scarce,Excellent,110
8/3/2013,St James,string bean,Local,Vegetable,Moderate,Good,99
8/3/2013,Westmoreland,callaloo,Whole,Vegetable,Fair,Excellent,88
8/3/2013,Hanover,string bean,Local,Vegetable,Moderate,Excellent,93.5
8/3/2013,Hanover,plantain,Green,Fruit,Moderate,Excellent,110
8/3/2013,St James,sweet potato,Local,Root Crops,Moderate,Excellent,99
8/3/2013,St Thomas,sweet pepper (green),Local,Vegetable,Scarce,Excellent,132
8/3/2013,St Ann,sweet pepper (red),Green House (Local),Vegetable,Moderate,Excellent,231
8/3/2013,St Catherine,plantain,Green,Fruit,Fair,Excellent,132
8/3/2013,Manchester,watermelon,Local,Fruit,Good,Excellent,55
8/3/2013,Manchester,plantain,Ripe,Fruit,Average,Excellent,110
8/3/2013,St Thomas,callaloo,Whole,Vegetable,Moderate,Excellent,33
8/3/2013,St Andrew,escallion,Local,Herbs and Spices,Moderate,Good,88
8/3/2013,St Elizabeth,pineapple,Cow Boy,Fruit,Fair,Excellent,104.5
8/3/2013,Manchester,ginger,Local,Herbs and Spices,Scarce,Excellent,330
8/3/2013,Hanover,pineapple,Cow Boy,Fruit,Moderate,Excellent,110
8/3/2013,St Elizabeth,string bean,Local,Vegetable,Good,Excellent,99
8/3/2013,St Elizabeth,sweet pepper (green),Local,Vegetable,Good,Excellent,99
8/3/2013,St Andrew,lettuce,Iceberg (Local),Vegetable,Moderate,Good,132
8/3/2013,St Andrew,lettuce,Romaine (Local),Vegetable,Scarce,Good,330
8/3/2013,Portland,cabbage (green),Local,Vegetable,Moderate,Good,110
8/3/2013,Trelawny,tomatoes(plummy),Local,Vegetable,Fair,Excellent,110
8/3/2013,Manchester,sweet pepper (green),Local,Vegetable,Average,Excellent,110
8/3/2013,St Mary,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,110
8/3/2013,St Ann,coco,Local,Root Crops,Scarce,Excellent,110
8/3/2013,St Ann,callaloo,Whole,Vegetable,Scarce,Excellent,110
8/3/2013,St Thomas,string bean,Local,Vegetable,Moderate,Excellent,99
8/3/2013,Portland,sweet pepper (green),Local,Vegetable,Moderate,Excellent,110
8/3/2013,Portland,green banana,Local,Fruit,Moderate,Excellent,55
8/3/2013,St Thomas,pineapple,MD 2,Fruit,Scarce,Excellent,88
8/3/2013,St Ann,tomatoes(salad),Local,Vegetable,Moderate,Excellent,110
8/3/2013,St Elizabeth,cantaloupe,Local,Fruit,Moderate,Excellent,121
8/3/2013,St Elizabeth,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,121
8/3/2013,Portland,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,110
8/3/2013,St Elizabeth,escallion,Local,Herbs and Spices,Average,Excellent,90.75
8/3/2013,St Elizabeth,irish potato,Local,Root Crops,Fair,Excellent,121
8/3/2013,Clarendon,tomatoes(salad),Local,Vegetable,Fair,Excellent,110
8/3/2013,St Elizabeth,lettuce,Iceberg (Local),Vegetable,Fair,Excellent,121
8/3/2013,St Elizabeth,yam,White (Lucea),Root Crops,Fair,Excellent,121
8/3/2013,St Elizabeth,cabbage (green),Local,Vegetable,Good,Excellent,71.5
8/3/2013,St Mary,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,99
8/3/2013,Trelawny,sweet pepper (green),Local,Vegetable,Good,Excellent,88
8/3/2013,Westmoreland,pineapple,Cow Boy,Fruit,Fair,Excellent,121
8/3/2013,St Andrew,callaloo,Whole,Vegetable,Good,Good,110
8/3/2013,St Ann,sweet pepper (green),Green House (Local),Vegetable,Moderate,Excellent,88
8/3/2013,Trelawny,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,99
8/3/2013,Trelawny,callaloo,Whole,Vegetable,Moderate,Excellent,88
8/3/2013,Clarendon,tomatoes(plummy),Local,Vegetable,Fair,Excellent,60.5
8/3/2013,Hanover,dasheen,Local,Root Crops,Moderate,Excellent,99
8/3/2013,Hanover,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,110
8/3/2013,St Thomas,cucumber,Local,Vegetable,Moderate,Excellent,66
8/3/2013,Portland,tomatoes(plummy),Local,Vegetable,Scarce,Excellent,110
8/3/2013,St Andrew,yam,Yellow,Root Crops,Moderate,Good,110
8/3/2013,St Catherine,coco,Local,Root Crops,Fair,Excellent,110
8/3/2013,St Andrew,tomatoes(plummy),Local,Vegetable,Moderate,Good,110
8/3/2013,Clarendon,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,104.5
8/3/2013,St Catherine,pineapple,Cow Boy,Fruit,Fair,Excellent,110
8/3/2013,St Catherine,pineapple,Sugar Loaf,Fruit,Fair,Excellent,88
8/3/2013,Manchester,tomatoes(salad),Local,Vegetable,Fair,Excellent,110
8/3/2013,Manchester,irish potato,Local,Root Crops,Good,Excellent,110
8/3/2013,St Thomas,pineapple,Cow Boy,Fruit,Moderate,Excellent,110
8/3/2013,Hanover,carrot,Local,Vegetable,Scarce,Excellent,99
8/3/2013,St James,lettuce,Iceberg (Local),Vegetable,Moderate,Good,198
8/3/2013,St Andrew,plantain,Green,Fruit,Moderate,Good,220
8/3/2013,Westmoreland,watermelon,Local,Fruit,Fair,Excellent,110
8/3/2013,Hanover,ginger,Local,Herbs and Spices,Moderate,Excellent,187
8/3/2013,Westmoreland,sweet potato,Local,Root Crops,Fair,Excellent,88
8/3/2013,St Ann,string bean,Local,Vegetable,Scarce,Excellent,110
8/3/2013,St Ann,ginger,Local,Herbs and Spices,Scarce,Excellent,220
8/3/2013,Trelawny,green banana,Local,Fruit,Fair,Excellent,55
8/3/2013,Clarendon,cabbage (green),Local,Vegetable,Fair,Excellent,55
8/3/2013,St Mary,green banana,Local,Fruit,Moderate,Excellent,60.5
8/3/2013,Manchester,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,132
8/3/2013,Portland,callaloo,Whole,Vegetable,Moderate,Excellent,55
8/3/2013,St Ann,sweet pepper (green),Local,Vegetable,Moderate,Excellent,66
8/3/2013,Trelawny,cabbage (green),Local,Vegetable,Fair,Excellent,55
8/3/2013,Clarendon,cucumber,Local,Vegetable,Fair,Excellent,55
8/3/2013,Portland,pepper,West Indian Red,Herbs and Spices,Moderate,Excellent,55
8/3/2013,St Elizabeth,tomatoes(plummy),Local,Vegetable,Fair,Excellent,55
8/3/2013,St Catherine,cabbage (green),Local,Vegetable,Fair,Excellent,66
8/3/2013,Manchester,pumpkin,Local,Vegetable,Fair,Excellent,55
8/3/2013,St Catherine,pumpkin,Local,Vegetable,Fair,Excellent,44
8/3/2013,Portland,pumpkin,Local,Vegetable,Moderate,Excellent,66
8/3/2013,Manchester,sorrel,Local,Fruit,Scarce,Excellent,220
8/3/2013,St Elizabeth,tomatoes(salad),Local,Vegetable,Fair,Excellent,99
8/3/2013,St Andrew,thyme,Local,Herbs and Spices,Moderate,Good,220
8/3/2013,Westmoreland,cucumber,Local,Vegetable,Moderate,Excellent,66
8/3/2013,St James,sweet pepper (green),Local,Vegetable,Moderate,Good,121
8/3/2013,St Mary,yam,Yellow,Root Crops,Scarce,Excellent,209
8/3/2013,St Ann,pumpkin,Local,Vegetable,Moderate,Excellent,66
8/3/2013,St Thomas,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,132
8/3/2013,St Catherine,dasheen,Local,Root Crops,Moderate,Excellent,132
8/3/2013,Clarendon,green banana,Local,Fruit,Moderate,Excellent,55
8/3/2013,Trelawny,yam,Yellow,Root Crops,Moderate,Excellent,198
8/3/2013,St Mary,carrot,Local,Vegetable,Moderate,Excellent,198
8/3/2013,St Ann,sweet potato,Local,Root Crops,Moderate,Excellent,66
8/3/2013,St Mary,pumpkin,Local,Vegetable,Moderate,Excellent,33
8/3/2013,St Catherine,tomatoes(salad),Local,Vegetable,Fair,Excellent,88
8/3/2013,Portland,gungo peas,Green,Legumes,Scarce,Excellent,220
8/3/2013,Portland,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,220
8/3/2013,Westmoreland,tomatoes(plummy),Local,Vegetable,Fair,Excellent,110
8/3/2013,Clarendon,escallion,Local,Herbs and Spices,Moderate,Excellent,66
8/3/2013,St James,tomatoes(salad),Local,Vegetable,Moderate,Good,115.5
8/3/2013,Manchester,yam,Negro,Root Crops,Fair,Excellent,220
8/3/2013,Manchester,yam,Yellow,Root Crops,Fair,Excellent,220
8/3/2013,St Thomas,thyme,Local,Herbs and Spices,Scarce,Excellent,220
8/10/2013,St Catherine,pumpkin,Local,Vegetable,Fair,Excellent,44
8/10/2013,St Elizabeth,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,113.67
8/10/2013,Westmoreland,pineapple,Cow Boy,Fruit,Fair,Excellent,110
8/10/2013,St Elizabeth,cantaloupe,Local,Fruit,Moderate,Excellent,121
8/10/2013,Westmoreland,tomatoes(plummy),Local,Vegetable,Fair,Excellent,110
8/10/2013,Clarendon,watermelon,Local,Fruit,Fair,Excellent,49.5
8/10/2013,St Ann,coco,Local,Root Crops,Scarce,Excellent,132
8/10/2013,St Elizabeth,irish potato,Local,Root Crops,Fair,Excellent,121
8/10/2013,Clarendon,callaloo,Whole,Vegetable,Moderate,Excellent,38.5
8/10/2013,St Catherine,tomatoes(salad),Local,Vegetable,Fair,Excellent,110
8/10/2013,St Ann,tomatoes(salad),Local,Vegetable,Moderate,Excellent,110
8/10/2013,Manchester,sweet potato,Local,Root Crops,Average,Excellent,88
8/10/2013,St Andrew,lettuce,Romaine (Local),Vegetable,Scarce,Good,330
8/10/2013,Hanover,sweet pepper (green),Local,Vegetable,Moderate,Excellent,132
8/10/2013,Hanover,tomatoes(salad),Local,Vegetable,Moderate,Excellent,154
8/10/2013,Clarendon,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,143
8/10/2013,Trelawny,coco,Local,Root Crops,Moderate,Excellent,143
8/10/2013,Westmoreland,tomatoes(salad),Local,Vegetable,Fair,Excellent,132
8/10/2013,St Ann,carrot,Local,Vegetable,Moderate,Excellent,132
8/10/2013,Clarendon,ginger,Local,Herbs and Spices,Scarce,Excellent,352
8/10/2013,Westmoreland,carrot,Local,Vegetable,Scarce,Excellent,154
8/10/2013,Manchester,ginger,Local,Herbs and Spices,Scarce,Excellent,330
8/10/2013,St Catherine,tomatoes(plummy),Local,Vegetable,Fair,Excellent,77
8/10/2013,St Catherine,callaloo,Whole,Vegetable,Fair,Excellent,26.4
8/10/2013,Manchester,pepper,Scotch Bonnet,Herbs and Spices,Good,Excellent,132
8/10/2013,St Elizabeth,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,148.5
8/10/2013,Portland,sweet potato,Local,Root Crops,Scarce,Excellent,88
8/10/2013,St Andrew,dasheen,Local,Root Crops,Moderate,Good,132
8/10/2013,St James,tomatoes(salad),Local,Vegetable,Moderate,Good,104.5
8/10/2013,St James,plantain,Green,Fruit,Moderate,Excellent,115.5
8/10/2013,Hanover,pineapple,Cow Boy,Fruit,Moderate,Excellent,132
8/10/2013,St Catherine,dasheen,Local,Root Crops,Fair,Excellent,132
8/10/2013,St Andrew,sweet potato,Local,Root Crops,Moderate,Good,132
8/10/2013,St James,sweet pepper (green),Local,Vegetable,Moderate,Excellent,104.5
8/10/2013,St Andrew,yam,Yellow,Root Crops,Moderate,Good,121
8/10/2013,Clarendon,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,82.5
8/10/2013,Clarendon,sweet pepper (green),Local,Vegetable,Moderate,Excellent,82.5
8/10/2013,St Ann,cabbage (green),Local,Vegetable,Moderate,Excellent,55
8/10/2013,St Catherine,coco,Local,Root Crops,Fair,Excellent,121
8/10/2013,St Catherine,carrot,Local,Vegetable,Fair,Excellent,132
8/10/2013,Clarendon,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,148.5
8/10/2013,St Elizabeth,watermelon,Local,Fruit,Good,Excellent,49.5
8/10/2013,Clarendon,dasheen,Local,Root Crops,Moderate,Excellent,137.5
8/10/2013,Trelawny,carrot,Local,Vegetable,Moderate,Excellent,132
8/10/2013,Trelawny,irish potato,Local,Root Crops,Moderate,Excellent,128.33
8/10/2013,Portland,callaloo,Whole,Vegetable,Moderate,Excellent,55
8/10/2013,Clarendon,string bean,Local,Vegetable,Moderate,Excellent,82.5
8/10/2013,St Elizabeth,coco,Local,Root Crops,Moderate,Excellent,132
8/10/2013,Portland,pineapple,Sugar Loaf,Fruit,Moderate,Excellent,110
8/10/2013,Portland,tomatoes(salad),Local,Vegetable,Scarce,Excellent,137.5
8/10/2013,St Andrew,carrot,Local,Vegetable,Moderate,Good,121
8/10/2013,St Ann,string bean,Local,Vegetable,Scarce,Excellent,132
8/10/2013,Clarendon,sweet potato,Local,Root Crops,Moderate,Excellent,82.5
8/10/2013,Westmoreland,sweet potato,Local,Root Crops,Fair,Excellent,88
8/10/2013,St Andrew,coco,Local,Root Crops,Moderate,Good,154
8/10/2013,Manchester,coco,Local,Root Crops,Fair,Excellent,154
8/10/2013,Manchester,carrot,Local,Vegetable,Scarce,Excellent,154
8/10/2013,Manchester,string bean,Local,Vegetable,Fair,Excellent,154
8/10/2013,Trelawny,tomatoes(plummy),Local,Vegetable,Fair,Excellent,110
8/10/2013,Westmoreland,plantain,Green,Fruit,Fair,Excellent,99
8/10/2013,Manchester,pumpkin,Local,Vegetable,Fair,Excellent,55
8/10/2013,St Ann,irish potato,Local,Root Crops,Scarce,Excellent,132
8/10/2013,St Elizabeth,lettuce,Iceberg (Local),Vegetable,Fair,Excellent,132
8/10/2013,St Andrew,pineapple,Sugar Loaf,Fruit,Fair,Good,154
8/10/2013,Portland,dasheen,Local,Root Crops,Moderate,Excellent,154
8/10/2013,St Andrew,irish potato,Local,Root Crops,Scarce,Good,143
8/10/2013,Portland,coco,Local,Root Crops,Moderate,Excellent,154
8/10/2013,Trelawny,tomatoes(salad),Local,Vegetable,Moderate,Excellent,143
8/10/2013,St James,dasheen,Local,Root Crops,Moderate,Excellent,121
8/10/2013,St Ann,onion,Local,Herbs and Spices,Scarce,Excellent,143
8/10/2013,Westmoreland,lettuce,Iceberg (Local),Vegetable,Scarce,Excellent,275
8/10/2013,St Elizabeth,yam,White (Lucea),Root Crops,Fair,Excellent,126.5
8/10/2013,St Ann,dasheen,Local,Root Crops,Scarce,Excellent,110
8/10/2013,St Ann,yam,White (Lucea),Root Crops,Scarce,Excellent,132
8/10/2013,Trelawny,string bean,Local,Vegetable,Moderate,Excellent,121
8/10/2013,Clarendon,coco,Local,Root Crops,Moderate,Excellent,132
8/10/2013,St James,coco,Local,Root Crops,Moderate,Excellent,104.5
8/10/2013,Trelawny,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,143
8/10/2013,Trelawny,yam,White (Lucea),Root Crops,Fair,Excellent,143
8/10/2013,Clarendon,yam,Negro,Root Crops,Moderate,Excellent,143
8/10/2013,St Ann,sweet pepper (green),Local,Vegetable,Fair,Excellent,66
8/10/2013,St Ann,pineapple,Sugar Loaf,Fruit,Scarce,Excellent,110
8/10/2013,St Andrew,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Good,198
8/10/2013,St Andrew,plantain,Green,Fruit,Moderate,Good,198
8/10/2013,Westmoreland,sweet pepper (green),Local,Vegetable,Fair,Excellent,165
8/10/2013,St James,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Good,110
8/10/2013,Hanover,ginger,Local,Herbs and Spices,Scarce,Excellent,176
8/10/2013,Hanover,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,165
8/10/2013,Clarendon,plantain,Green,Fruit,Moderate,Excellent,93.5
8/10/2013,Hanover,yam,Yellow,Root Crops,Moderate,Excellent,154
8/10/2013,St Ann,sorrel,Local,Fruit,Scarce,Excellent,198
8/10/2013,Westmoreland,sorrel,Local,Fruit,Scarce,Excellent,220
8/10/2013,Westmoreland,yam,Negro,Root Crops,Fair,Excellent,143
8/10/2013,St Andrew,pepper,West Indian Red,Herbs and Spices,Moderate,Good,176
8/10/2013,St Andrew,cauliflower,Local,Vegetable,Scarce,Good,264
8/10/2013,St Catherine,cucumber,Local,Vegetable,Fair,Excellent,66
8/10/2013,Clarendon,cucumber,Local,Vegetable,Moderate,Excellent,60.5
8/10/2013,St Ann,yam,Yellow,Root Crops,Scarce,Excellent,264
8/10/2013,St Ann,sweet pepper (yellow),Green House (Local),Vegetable,Moderate,Excellent,264
8/10/2013,St Elizabeth,sweet pepper (yellow),Green House (Local),Vegetable,Fair,Excellent,242
8/10/2013,St Elizabeth,dasheen,Local,Root Crops,Scarce,Excellent,165
8/10/2013,St Andrew,green banana,Local,Fruit,Moderate,Good,220
8/10/2013,Manchester,yam,Yellow,Root Crops,Fair,Excellent,220
8/10/2013,St Catherine,pepper,Scotch Bonnet,Herbs and Spices,Fair,Excellent,176
8/10/2013,Clarendon,yam,Yellow,Root Crops,Scarce,Excellent,198
8/10/2013,Trelawny,yam,Negro,Root Crops,Scarce,Excellent,176
8/10/2013,St James,lettuce,Iceberg (Local),Vegetable,Moderate,Good,198
8/10/2013,Portland,carrot,Local,Vegetable,Scarce,Good,176
8/10/2013,Trelawny,yam,Yellow,Root Crops,Moderate,Excellent,198
8/10/2013,Portland,gungo peas,Green,Legumes,Scarce,Excellent,220
8/10/2013,Portland,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,176
8/10/2013,Portland,yam,Yellow,Root Crops,Scarce,Excellent,154
8/10/2013,St Ann,ginger,Local,Herbs and Spices,Scarce,Excellent,220
8/10/2013,Westmoreland,yam,Yellow,Root Crops,Moderate,Excellent,198
8/10/2013,Westmoreland,dasheen,Local,Root Crops,Moderate,Excellent,154
8/10/2013,St Elizabeth,yam,Yellow,Root Crops,Scarce,Excellent,198
8/10/2013,St Andrew,tomatoes(salad),Local,Vegetable,Scarce,Good,220
8/10/2013,St Catherine,yam,Yellow,Root Crops,Fair,Excellent,220
8/10/2013,St Ann,pepper,Scotch Bonnet,Herbs and Spices,Moderate,Excellent,132
8/10/2013,Manchester,sweet pepper (green),Local,Vegetable,Fair,Excellent,176
8/10/2013,Manchester,lettuce,Iceberg (Local),Vegetable,Fair,Excellent,176
8/10/2013,St Andrew,lettuce,Iceberg (Local),Vegetable,Scarce,Good,176
8/10/2013,St Elizabeth,cucumber,Local,Vegetable,Fair,Excellent,60.5
8/10/2013,Westmoreland,plantain,Ripe,Fruit,Fair,Excellent,132
8/10/2013,Hanover,yam,White (Lucea),Root Crops,Average,Excellent,154
8/10/2013,St Andrew,thyme,Local,Herbs and Spices,Moderate,Good,220
8/10/2013,St Ann,lettuce,Romaine (Local),Vegetable,Scarce,Excellent,242
8/10/2013,Westmoreland,pepper,West Indian Red,Herbs and Spices,Fair,Excellent,176
8/10/2013,Westmoreland,string bean,Local,Vegetable,Fair,Excellent,110
8/10/2013,St Ann,lettuce,Iceberg (Local),Vegetable,Moderate,Excellent,88
8/10/2013,St Ann,green banana,Local,Fruit,Moderate,Excellent,88
8/10/2013,St Elizabeth,pumpkin,Local,Vegetable,Fair,Excellent,55
8/10/2013,St Ann,escallion,Local,Herbs and Spices,Scarce,Excellent,110
8/10/2013,Portland,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,110
8/10/2013,Portland,sweet pepper (green),Local,Vegetable,Moderate,Excellent,110
8/10/2013,Westmoreland,ginger,Local,Herbs and Spices,Scarce,Excellent,440
8/10/2013,Portland,cabbage (green),Local,Vegetable,Scarce,Good,110
8/10/2013,St Elizabeth,cabbage (green),Local,Vegetable,Fair,Excellent,77
8/10/2013,St Andrew,escallion,Local,Herbs and Spices,Moderate,Good,99
8/10/2013,Westmoreland,pepper,Scotch Bonnet,Herbs and Spices,Scarce,Excellent,385
8/10/2013,St Andrew,callaloo,Whole,Vegetable,Good,Good,99
8/10/2013,Clarendon,carrot,Local,Vegetable,Moderate,Excellent,104.5
8/10/2013,Clarendon,tomatoes(plummy),Local,Vegetable,Moderate,Excellent,60.5
8/10/2013,St Catherine,sweet potato,Local,Root Crops,Fair,Excellent,66
8/10/2013,Manchester,tomatoes(salad),Local,Vegetable,Fair,Excellent,110
